-log10(h)  d/dx sinx
0.3010299956639812  0.724090892407387
0.6020599913279624  0.8088528856765247
0.9030899869919435  0.8453738746900733
1.2041199826559248  0.8620341589090748
1.505149978319906  0.8699493187217398
1.806179973983887  0.8738014175820836
2.1072099696478683  0.8757008882012896
2.4082399653118496  0.8766439532697886
2.709269960975831  0.8771138150848028
3.010299956639812  0.8773483279197204
3.3113299523037933  0.8774654797700651
3.612359947967774  0.877524029547346
3.9133899436317554  0.8775532978982503
4.214419939295737  0.8775679304391729
4.515449934959718  0.8775752463009894
4.816479930623699  0.8775789041297358
5.11750992628768  0.877580733018568
5.418539921951662  0.8775816474565987
5.719569917615643  0.8775821046746088
6.020599913279624  0.877582333282461
6.321629908943605  0.8775824475864171
6.622659904607587  0.8775825047383949
6.923689900271567  0.8775825333143839
7.224719895935548  0.8775825476023783
7.52574989159953  0.8775825547463756
7.826779887263511  0.8775825583183742
8.127809882927492  0.8775825601043734
8.428839878591473  0.8775825606947163
8.729869874255455  0.8775825619212335
9.030899869919436  0.8775825618903741
